as_of_date,pair,tenor,quote_type,value,ticker,field,source,snapped_at
2026-09-18,XAUUSD,2W,ATM,20.6325,XAUUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,2W,BF10,1.7325,XAUUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,2W,BF25,0.4925,XAUUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,2W,RR10,0.87,XAUUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,2W,RR25,0.4725,XAUUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,3M,ATM,22.07,XAUUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,3M,BF10,2.685,XAUUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,3M,BF25,0.74,XAUUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,3M,RR10,2.06,XAUUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,3M,RR25,1.115,XAUUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,6M,ATM,21.975,XAUUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,6M,BF10,2.945,XAUUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,6M,BF25,0.83,XAUUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,6M,RR10,2.465,XAUUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,6M,RR25,1.31,XAUUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,9M,ATM,22.0425,XAUUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,9M,BF10,3.1425,XAUUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,9M,BF25,0.9225,XAUUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,9M,RR10,2.69,XAUUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,9M,RR25,1.435,XAUUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,ON,ATM,12.33,XAUUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,ON,BF10,0.8825,XAUUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,ON,BF25,0.245,XAUUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,ON,RR10,0.5575,XAUUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-18,XAUUSD,ON,RR25,0.2825,XAUUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-18T17:00:00-04:00
2026-09-19,EURSEK,1M,ATM,5.265,EURSEKV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1M,BF10,0.365,EURSEK10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1M,BF25,0.1125,EURSEK25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1M,RR10,0.645,EURSEK10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1M,RR25,0.3475,EURSEK25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1W,ATM,5.4025,EURSEKV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1W,BF10,0.3175,EURSEK10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1W,BF25,0.0975,EURSEK25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1W,RR10,0.4325,EURSEK10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1W,RR25,0.225,EURSEK25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1Y,ATM,5.785,EURSEKV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1Y,BF10,0.795,EURSEK10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1Y,BF25,0.245,EURSEK25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1Y,RR10,1.28,EURSEK10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,1Y,RR25,0.66,EURSEK25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2M,ATM,5.4,EURSEKV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2M,BF10,0.41,EURSEK10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2M,BF25,0.13,EURSEK25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2M,RR10,0.765,EURSEK10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2M,RR25,0.405,EURSEK25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2W,ATM,5.3475,EURSEKV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2W,BF10,0.33,EURSEK10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2W,BF25,0.1,EURSEK25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2W,RR10,0.5025,EURSEK10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,2W,RR25,0.2675,EURSEK25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,3M,ATM,5.5,EURSEKV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,3M,BF10,0.45,EURSEK10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,3M,BF25,0.14,EURSEK25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,3M,RR10,0.915,EURSEK10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,3M,RR25,0.485,EURSEK25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,6M,ATM,5.56,EURSEKV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,6M,BF10,0.5625,EURSEK10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,6M,BF25,0.175,EURSEK25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,6M,RR10,1.055,EURSEK10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,6M,RR25,0.56,EURSEK25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,9M,ATM,5.7175,EURSEKV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,9M,BF10,0.6825,EURSEK10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,9M,BF25,0.2075,EURSEK25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,9M,RR10,1.17,EURSEK10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,9M,RR25,0.6025,EURSEK25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,ON,ATM,3.885,EURSEKVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,ON,BF10,0.26,EURSEK10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,ON,BF25,0.0775,EURSEK25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,ON,RR10,0.295,EURSEK10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURSEK,ON,RR25,0.1625,EURSEK25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1M,ATM,4.645,EURUSDV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1M,BF10,0.425,EURUSD10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1M,BF25,0.1225,EURUSD25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1M,RR10,-0.36,EURUSD10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1M,RR25,-0.1925,EURUSD25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1W,ATM,4.2775,EURUSDV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1W,BF10,0.3975,EURUSD10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1W,BF25,0.1175,EURUSD25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1W,RR10,-0.5675,EURUSD10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1W,RR25,-0.3125,EURUSD25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1Y,ATM,6.18,EURUSDV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1Y,BF10,1.08,EURUSD10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1Y,BF25,0.2875,EURUSD25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1Y,RR10,-0.235,EURUSD10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,1Y,RR25,-0.1275,EURUSD25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2M,ATM,5.12,EURUSDV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2M,BF10,0.505,EURUSD10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2M,BF25,0.14,EURUSD25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2M,RR10,-0.3025,EURUSD10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2M,RR25,-0.16,EURUSD25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2W,ATM,4.6775,EURUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2W,BF10,0.405,EURUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2W,BF25,0.12,EURUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2W,RR10,-0.475,EURUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,2W,RR25,-0.26,EURUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,3M,ATM,5.325,EURUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,3M,BF10,0.575,EURUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,3M,BF25,0.16,EURUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,3M,RR10,-0.275,EURUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,3M,RR25,-0.1475,EURUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,6M,ATM,5.555,EURUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,6M,BF10,0.75,EURUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,6M,BF25,0.1975,EURUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,6M,RR10,-0.25,EURUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,6M,RR25,-0.1375,EURUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,9M,ATM,5.995,EURUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,9M,BF10,0.93,EURUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,9M,BF25,0.2475,EURUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,9M,RR10,-0.27,EURUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,9M,RR25,-0.1475,EURUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,ON,ATM,2.765,EURUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,ON,BF10,0.3325,EURUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,ON,BF25,0.1075,EURUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,ON,RR10,-0.46,EURUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,EURUSD,ON,RR25,-0.26,EURUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1M,ATM,6.06,USDCHFV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1M,BF10,0.465,USDCHF10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1M,BF25,0.135,USDCHF25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1M,RR10,-0.675,USDCHF10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1M,RR25,-0.355,USDCHF25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1W,ATM,6.04,USDCHFV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1W,BF10,0.4,USDCHF10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1W,BF25,0.1175,USDCHF25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1W,RR10,-0.38,USDCHF10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1W,RR25,-0.2025,USDCHF25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1Y,ATM,7.215,USDCHFV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1Y,BF10,1.065,USDCHF10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1Y,BF25,0.29,USDCHF25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1Y,RR10,-1.235,USDCHF10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,1Y,RR25,-0.67,USDCHF25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2M,ATM,6.425,USDCHFV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2M,BF10,0.54,USDCHF10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2M,BF25,0.1525,USDCHF25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2M,RR10,-0.83,USDCHF10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2M,RR25,-0.4375,USDCHF25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2W,ATM,6.24,USDCHFV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2W,BF10,0.43,USDCHF10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2W,BF25,0.1275,USDCHF25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2W,RR10,-0.57,USDCHF10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,2W,RR25,-0.2975,USDCHF25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,3M,ATM,6.6,USDCHFV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,3M,BF10,0.62,USDCHF10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,3M,BF25,0.1675,USDCHF25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,3M,RR10,-0.955,USDCHF10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,3M,RR25,-0.4975,USDCHF25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,6M,ATM,6.78,USDCHFV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,6M,BF10,0.785,USDCHF10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,6M,BF25,0.2075,USDCHF25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,6M,RR10,-1.07,USDCHF10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,6M,RR25,-0.5575,USDCHF25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,9M,ATM,7.025,USDCHFV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,9M,BF10,0.935,USDCHF10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,9M,BF25,0.2425,USDCHF25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,9M,RR10,-1.145,USDCHF10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,9M,RR25,-0.5975,USDCHF25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,ON,ATM,4.17,USDCHFVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,ON,BF10,0.35,USDCHF10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,ON,BF25,0.105,USDCHF25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,ON,RR10,-0.24,USDCHF10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDCHF,ON,RR25,-0.135,USDCHF25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1M,ATM,8.545,USDJPYV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1M,BF10,0.7375,USDJPY10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1M,BF25,0.2225,USDJPY25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1M,RR10,-3.8075,USDJPY10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1M,RR25,-2.0125,USDJPY25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1W,ATM,9.215,USDJPYV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1W,BF10,0.7825,USDJPY10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1W,BF25,0.235,USDJPY25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1W,RR10,-4.17,USDJPY10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1W,RR25,-2.185,USDJPY25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1Y,ATM,8.59,USDJPYV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1Y,BF10,1.2425,USDJPY10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1Y,BF25,0.36,USDJPY25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1Y,RR10,-1.115,USDJPY10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,1Y,RR25,-0.59,USDJPY25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2M,ATM,8.64,USDJPYV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2M,BF10,0.775,USDJPY10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2M,BF25,0.24,USDJPY25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2M,RR10,-3.485,USDJPY10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2M,RR25,-1.875,USDJPY25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2W,ATM,9.1725,USDJPYV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2W,BF10,0.7825,USDJPY10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2W,BF25,0.2425,USDJPY25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2W,RR10,-4.1825,USDJPY10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,2W,RR25,-2.1725,USDJPY25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,3M,ATM,8.6775,USDJPYV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,3M,BF10,0.835,USDJPY10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,3M,BF25,0.2675,USDJPY25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
2026-09-19,USDJPY,3M,RR10,-3.21,USDJPY10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-19T17:00:00-04:00
