as_of_date,pair,tenor,quote_type,value,ticker,field,source,snapped_at
2026-09-21,USDZAR,1Y,BF10,1.065,USDZAR10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,1Y,BF25,0.325,USDZAR25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,1Y,RR10,3.87,USDZAR10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,1Y,RR25,1.91,USDZAR25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2M,ATM,10.57,USDZARV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2M,BF10,1.03,USDZAR10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2M,BF25,0.305,USDZAR25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2M,RR10,3.9975,USDZAR10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2M,RR25,2.045,USDZAR25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2W,ATM,10.18,USDZARV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2W,BF10,1.0,USDZAR10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2W,BF25,0.2975,USDZAR25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2W,RR10,3.755,USDZAR10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,2W,RR25,2.005,USDZAR25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,3M,ATM,10.76,USDZARV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,3M,BF10,1.0275,USDZAR10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,3M,BF25,0.3025,USDZAR25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,3M,RR10,3.995,USDZAR10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,3M,RR25,2.0225,USDZAR25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,6M,ATM,11.13,USDZARV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,6M,BF10,1.0,USDZAR10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,6M,BF25,0.2975,USDZAR25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,6M,RR10,3.945,USDZAR10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,6M,RR25,1.9575,USDZAR25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,9M,ATM,11.6,USDZARV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,9M,BF10,1.02,USDZAR10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,9M,BF25,0.3075,USDZAR25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,9M,RR10,3.88,USDZAR10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,9M,RR25,1.91,USDZAR25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,ON,ATM,13.745,USDZARVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,ON,BF10,1.215,USDZAR10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,ON,BF25,0.365,USDZAR25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,ON,RR10,4.2125,USDZAR10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,USDZAR,ON,RR25,2.27,USDZAR25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1M,ATM,20.595,XAUUSDV1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1M,BF10,2.1925,XAUUSD10B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1M,BF25,0.6025,XAUUSD25B1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1M,RR10,1.0775,XAUUSD10R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1M,RR25,0.575,XAUUSD25R1M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1W,ATM,18.955,XAUUSDV1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1W,BF10,1.4675,XAUUSD10B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1W,BF25,0.4125,XAUUSD25B1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1W,RR10,0.305,XAUUSD10R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1W,RR25,0.1625,XAUUSD25R1W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1Y,ATM,22.12,XAUUSDV1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1Y,BF10,3.1675,XAUUSD10B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1Y,BF25,0.915,XAUUSD25B1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1Y,RR10,2.9725,XAUUSD10R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,1Y,RR25,1.475,XAUUSD25R1Y BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2M,ATM,21.47,XAUUSDV2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2M,BF10,2.5225,XAUUSD10B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2M,BF25,0.6925,XAUUSD25B2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2M,RR10,1.59,XAUUSD10R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2M,RR25,0.8375,XAUUSD25R2M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2W,ATM,19.75,XAUUSDV2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2W,BF10,1.8225,XAUUSD10B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2W,BF25,0.5125,XAUUSD25B2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2W,RR10,0.68,XAUUSD10R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,2W,RR25,0.3625,XAUUSD25R2W BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,3M,ATM,21.66,XAUUSDV3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,3M,BF10,2.6775,XAUUSD10B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,3M,BF25,0.74,XAUUSD25B3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,3M,RR10,1.925,XAUUSD10R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,3M,RR25,1.0,XAUUSD25R3M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,6M,ATM,21.78,XAUUSDV6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,6M,BF10,2.85,XAUUSD10B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,6M,BF25,0.8075,XAUUSD25B6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,6M,RR10,2.395,XAUUSD10R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,6M,RR25,1.2225,XAUUSD25R6M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,9M,ATM,22.04,XAUUSDV9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,9M,BF10,3.0325,XAUUSD10B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,9M,BF25,0.8725,XAUUSD25B9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,9M,RR10,2.6475,XAUUSD10R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,9M,RR25,1.35,XAUUSD25R9M BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,ON,ATM,23.2725,XAUUSDVON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,ON,BF10,1.565,XAUUSD10BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,ON,BF25,0.4425,XAUUSD25BON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,ON,RR10,0.345,XAUUSD10RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
2026-09-21,XAUUSD,ON,RR25,0.18,XAUUSD25RON BGN Curncy,PX_LAST,BBG_BDP,2026-09-21T15:00:00-04:00
